0,7171,5
0,8637,4
0,21966,4
0,35821,5
0,82446,5
0,90409,5
0,107410,5
0,131919,5
0,132685,3
0,136507,3
1,3342,5
1,7522,1
1,25363,2
1,38997,5
1,43685,1
1,45488,4
1,62770,3
1,109450,3
1,122506,3
1,130621,5
2,10438,3
2,31025,3
2,61247,4
2,61525,3
2,72465,4
2,89124,2
2,126946,3
2,127254,5
2,132216,2
2,134626,2
3,1666,1
3,20977,3
3,32861,1
3,36412,1
3,51490,5
3,51664,2
3,58567,4
3,86558,1
3,96136,4
3,102937,5
4,1539,5
4,70128,3
4,74190,2
4,81560,1
4,91266,1
4,95525,5
4,95927,3
4,113793,1
4,125003,1
4,128803,3
5,8063,2
5,24427,4
5,39231,3
5,95898,3
5,98571,3
5,105433,4
5,128621,4
5,130850,3
5,131629,5
5,133967,4
6,2323,4
6,18878,4
6,21675,5
6,63178,3
6,78019,2
6,79425,5
6,79977,4
6,102020,5
6,104793,1
6,110674,5
7,28841,4
7,39671,3
7,48211,4
7,67674,1
7,74541,1
7,78136,3
7,87212,4
7,91657,1
7,110746,4
7,134732,3
8,11219,5
8,14707,5
8,20233,1
8,25635,5
8,31642,5
8,32496,5
8,79813,5
8,80895,5
8,122021,5
8,134269,5
9,42076,3
9,43887,5
9,76323,3
9,95670,3
9,98993,3
9,105156,3
9,113452,3
9,119398,2
9,130766,3
9,133420,3
10,11091,4
10,19275,3
10,21140,4
10,44487,3
10,49147,1
10,54923,5
10,63451,3
10,75206,3
10,104641,1
10,110054,3
11,13125,3
11,32744,2
11,49948,4
11,56355,4
11,57149,4
11,60099,4
11,66629,3
11,71183,3
11,108367,3
11,110463,4
12,10663,4
12,27328,5
12,42587,4
12,88523,5
12,89579,2
12,90889,5
12,101643,4
12,102311,3
12,113766,4
12,121511,4
13,726,3
13,32231,5
13,40164,3
13,46888,1
13,56192,4
13,56333,3
13,67755,5
13,68482,4
13,81744,5
13,127812,4
14,10678,5
14,15769,4
14,43893,3
14,44545,1
14,83457,1
14,86566,5
14,98899,1
14,105421,3
14,113227,4
14,125948,1
15,12861,2
15,25860,1
15,46001,1
15,52354,1
15,63594,3
15,68482,1
15,83695,1
15,92459,1
15,101952,4
15,123827,1
16,1905,3
16,3206,3
16,13938,5
16,39616,4
16,51340,1
16,54139,2
16,74168,4
16,87088,4
16,103118,1
16,114810,1
17,46499,5
17,56164,5
17,60147,5
17,62648,5
17,63391,5
17,75215,5
17,100785,5
17,112362,5
17,123702,5
17,130316,5
18,3432,5
18,13002,5
18,15813,5
18,21667,5
18,24057,5
18,25215,5
18,94302,5
18,96148,5
18,102798,5
18,116089,5
19,16544,4
19,22279,4
19,25922,3
19,39124,4
19,85132,3
19,103906,2
19,106719,2
19,114093,4
19,118414,2
19,132780,5
20,19670,1
20,26328,1
20,45348,1
20,51936,1
20,57309,5
20,61662,5
20,68910,5
20,70014,5
20,80589,1
20,83962,1
21,319,1
21,12447,1
21,15099,5
21,34155,2
21,34180,1
21,34910,1
21,57297,1
21,81582,1
21,103739,1
21,105694,1
22,20322,5
22,26615,3
22,59801,3
22,61455,2
22,63429,2
22,72565,1
22,75168,3
22,82370,3
22,85097,3
22,116676,3
23,10823,5
23,34452,3
23,49407,5
23,50981,3
23,66425,4
23,93117,2
23,98836,2
23,108910,4
23,120077,3
23,128018,4
24,9076,5
24,16681,4
24,17699,4
24,46471,2
24,49687,3
24,56417,3
24,70429,2
24,86767,2
24,99315,4
24,99513,2
25,1652,2
25,3418,4
25,14203,5
25,46039,2
25,49613,1
25,93305,1
25,105962,1
25,119595,1
25,128871,1
25,135792,1
26,1774,4
26,5618,3
26,14078,4
26,33450,1
26,46382,1
26,58231,1
26,67823,3
26,100537,1
26,105791,1
26,131570,1
27,13683,2
27,23902,1
27,44741,5
27,50390,5
27,53405,5
27,97661,5
27,109255,4
27,111339,2
27,126468,1
27,130344,5
28,19306,3
28,36826,3
28,72468,3
28,75521,4
28,92099,3
28,95912,1
28,113269,3
28,127798,3
28,129234,1
28,134207,1
29,1244,1
29,2533,2
29,47145,1
29,54516,5
29,62805,3
29,71531,5
29,75259,2
29,77718,1
29,112478,1
29,135481,5
30,5044,5
30,24277,5
30,50933,5
30,57467,4
30,91230,5
30,92211,4
30,92856,4
30,95154,5
30,112912,5
30,115578,5
31,1815,5
31,17355,5
31,35350,5
31,40816,1
31,50150,5
31,50836,5
31,75128,1
31,76367,1
31,79622,1
31,99550,5
32,5428,5
32,16826,4
32,32137,5
32,40359,5
32,51899,4
32,57846,4
32,81764,4
32,107680,3
32,110452,5
32,134032,2
33,15301,5
33,18706,3
33,41345,5
33,73686,5
33,75953,5
33,86341,4
33,90915,4
33,106768,5
33,116608,4
33,135481,4
34,29186,5
34,61166,4
34,64603,4
34,76594,4
34,77314,5
34,103561,4
34,105448,5
34,110735,4
34,127733,4
34,131146,4
35,9071,5
35,14188,4
35,33028,4
35,33549,1
35,43745,5
35,59960,4
35,60917,3
35,77048,1
35,117586,1
35,134279,5
36,21651,2
36,39010,3
36,40233,3
36,54907,4
36,87638,3
36,95534,3
36,97620,2
36,119106,4
36,131967,3
36,132680,3
37,1457,2
37,8276,2
37,14435,2
37,25316,4
37,50428,3
37,85046,2
37,102759,4
37,123625,2
37,126422,3
37,131187,3
38,8750,5
38,37065,4
38,39813,5
38,56680,5
38,66287,5
38,88202,3
38,93088,4
38,112595,4
38,113367,4
38,121401,5
39,8644,1
39,12188,4
39,27653,1
39,36661,3
39,55122,3
39,77516,3
39,96257,3
39,102164,3
39,103879,2
39,120008,3
40,17585,5
40,52585,5
40,66799,5
40,79614,1
40,97148,1
40,98606,5
40,101960,1
40,115901,5
40,127588,5
40,131048,5
41,5330,1
41,23439,4
41,29559,1
41,79249,1
41,91576,1
41,103449,1
41,114925,1
41,128979,4
41,130438,1
41,133270,1
42,15444,5
42,32159,5
42,39919,5
42,49202,3
42,92923,5
42,96641,2
42,101959,5
42,107562,4
42,121423,5
42,134785,5
43,4908,5
43,27255,5
43,36698,5
43,72465,5
43,91987,5
43,120517,5
43,124472,5
43,132292,5
43,134189,5
43,136449,5
44,5772,5
44,37325,5
44,54877,5
44,79184,5
44,79702,4
44,82864,5
44,95775,5
44,100894,3
44,117566,5
44,132603,5
45,7667,5
45,19849,5
45,21117,5
45,44396,5
45,61038,5
45,69524,1
45,83141,5
45,100059,5
45,102012,5
45,118550,5
46,35350,4
46,39529,3
46,41139,5
46,41934,3
46,43579,3
46,72017,5
46,76003,4
46,92547,4
46,93231,5
46,108115,4
47,2135,1
47,13773,2
47,25820,1
47,81153,5
47,100995,5
47,103028,3
47,119449,4
47,123460,4
47,123813,2
47,134954,5
48,4043,3
48,16790,4
48,44762,5
48,48464,4
48,78252,3
48,104392,2
48,104559,3
48,111709,2
48,132768,2
48,135789,2
49,866,1
49,14467,3
49,16740,5
49,17888,1
49,42906,1
49,50213,2
49,114432,1
49,116754,1
49,129334,4
49,130194,4
50,10119,1
50,11525,5
50,18051,5
50,23124,1
50,26305,5
50,54335,5
50,58178,4
50,97838,5
50,117717,5
50,127795,5
51,10935,1
51,26831,5
51,27074,4
51,27099,5
51,79249,1
51,80280,1
51,98844,1
51,109098,5
51,115099,1
51,119034,1
52,20577,5
52,35211,1
52,38764,2
52,47788,2
52,70725,1
52,70875,1
52,110801,1
52,120378,1
52,128007,3
52,135193,2
53,12102,1
53,12773,3
53,36680,4
53,54042,4
53,55622,1
53,63893,1
53,68675,1
53,111212,3
53,115912,1
53,136479,2
54,2245,5
54,9065,2
54,13651,1
54,17511,2
54,22138,3
54,30893,2
54,37249,3
54,101734,2
54,105189,4
54,119389,2
55,1048,1
55,10773,1
55,41672,2
55,47711,3
55,66638,1
55,70362,4
55,82094,2
55,118909,2
55,119103,2
55,136076,3
56,1840,5
56,7923,5
56,13417,5
56,32126,3
56,57841,5
56,63497,5
56,77182,5
56,78868,5
56,111101,5
56,122702,3
57,5542,5
57,12447,5
57,19690,5
57,27937,5
57,47261,5
57,65671,5
57,70745,3
57,76051,5
57,105433,5
57,123909,5
58,15503,3
58,24033,2
58,32274,4
58,33558,1
58,49784,1
58,99702,4
58,105433,5
58,106513,5
58,111322,1
58,124762,1
59,14312,5
59,26302,2
59,38756,1
59,52137,5
59,68339,5
59,68572,5
59,70786,2
59,90176,3
59,94971,5
59,105567,1
60,18558,1
60,18605,3
60,46551,5
60,58701,1
60,66975,1
60,78786,1
60,93928,1
60,118129,1
60,124911,3
60,128554,1
61,4881,5
61,11539,1
61,12725,5
61,65816,5
61,68083,5
61,76362,5
61,78695,5
61,82398,5
61,106217,3
61,127768,5
62,1048,5
62,5674,4
62,19318,4
62,41838,3
62,66621,5
62,82156,5
62,99627,4
62,101984,4
62,112783,1
62,131736,3
63,15251,1
63,16322,5
63,29899,1
63,43525,1
63,46588,1
63,49904,1
63,97148,1
63,109406,1
63,117710,1
63,130969,1
64,17426,4
64,39488,4
64,47332,5
64,61035,5
64,65696,5
64,73324,5
64,84891,3
64,100213,4
64,114762,2
64,117748,5
65,6516,5
65,9694,1
65,20233,5
65,39301,5
65,43266,5
65,113669,5
65,114770,5
65,115265,3
65,119413,5
65,129125,5
66,17355,5
66,25607,1
66,25869,3
66,34380,2
66,34566,1
66,56192,1
66,101121,3
66,112023,4
66,123403,3
66,125401,2
67,13938,5
67,26850,4
67,30664,3
